GeneID	GeneSymbol	HL_17_R1	HL_17_R2	HL_18_R1_a	HL_18_R2_a	HL_18_R1_b	HL_18_R2_b	HL_30_R1	HL_30_R2	HL_33_R1	HL_33_R2	HL_34_R1	HL_34_R2	HL_38_R1	HL_38_R2	HL_39_R1	HL_39_R2
ENSG00000222630.1	RN7SKP41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222631.2	AC025426.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222635.1	RNU6-1203P	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222636.1	RN7SKP54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222640.1	RNU2-51P	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000222643.1	AL603632.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222644.1	RNU2-16P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222647.1	AC002070.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222649.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222650.1	RNU2-70P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222651.1	MIR1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222652.1	RNU6-248P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222658.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222659.1	RNU2-8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222663.1	RNU4-55P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222664.1	RN7SKP123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222666.1	U3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222667.1	RNU6-394P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222675.1	RNA5SP146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222677.1	AL513123.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222678.1	RN7SKP213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222679.1	RNU6-1267P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222682.1	RNA5SP38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222683.1	AC093004.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222685.1	RN7SKP119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222686.1	RNU4-72P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222691.1	RNU6-733P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222692.1	AC007402.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222693.1	RN7SKP120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222698.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222701.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222704.1	RN7SKP182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222705.1	RN7SKP39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222706.1	RN7SKP89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222713.1	RN7SKP51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222714.1	RN7SKP38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222715.1	MIR1911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222717.1	AC016553.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222719.1	AC116038.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222720.1	AC027307.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222721.1	RN7SKP188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222722.1	AL161790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222724.1	RNU2-63P	5	4	1	2	2	2	0	0	4	4	14	15	1	2	2	1
ENSG00000222726.1	RNU2-7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222727.1	RNU4-64P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222729.1	RNU2-67P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222730.1	AC092296.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222732.1	AC008671.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222733.1	RNY4P29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222736.1	RNU4-6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222740.1	RNA5SP328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222741.1	RNA5SP229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222743.1	RNU6-1190P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222744.1	RN7SKP166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222747.1	RNA5SP25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222749.1	AL021398.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222750.1	RNU4-46P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222755.1	RN7SKP206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222760.1	RNU4-53P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222761.1	RNU6-684P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222764.1	RN7SKP106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222765.1	RNU2-40P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222767.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222770.1	AC138761.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222774.1	RN7SKP121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222776.1	AE000659.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222777.1	RNU6-233P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222778.1	RNA5SP144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222783.1	RN7SKP212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222784.1	RN7SKP91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222787.1	AL645944.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222788.1	RNU2-38P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222790.1	RNU4-14P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222791.1	RNU6-67P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222792.1	RNU6-860P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222795.1	RNU4-83P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222796.1	RNU6-383P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222800.1	RNU2-62P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222805.1	AC010319.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222806.1	RNA5SP225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222808.1	RNU4-47P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000222810.1	RNU2-68P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222821.1	RNU4-27P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222826.1	RN7SKP286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222831.1	MIR1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222832.1	RNA5SP120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222833.1	AC069067.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222834.1	AC074035.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222835.1	RNA5SP100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222838.1	RNA5SP136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222842.1	RN7SKP168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222844.1	RNU6-321P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222845.1	RN7SKP42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222849.1	RNA5SP21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222852.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222854.1	RNA5SP59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222858.1	RNU6-920P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222859.1	RN7SKP136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222861.1	RNY5P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222862.1	RNU6-1086P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222864.1	AL596268.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222869.1	RNU6-565P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222870.1	RNU6-1328P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222872.1	RNU4-78P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222874.1	RN7SKP33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222880.1	RN7SKP261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222881.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222883.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222884.1	AC023513.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222888.1	AC012467.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222889.1	RN7SKP29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222890.1	RNU6-1068P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222894.1	AL662800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222895.1	RNU6-1133P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222898.1	RN7SKP97	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000222899.1	AL110292.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222909.1	RNU6-193P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222915.1	RNU6-564P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222920.1	RNA5SP29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222921.1	RNA5SP104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222922.1	RNA5SP501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222923.1	RNU2-41P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222924.1	RNU6-1148P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222931.1	RN7SKP205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222932.1	RNU6-172P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222934.1	RN7SKP284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222937.1	SNORD63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222939.1	AC079467.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222940.1	RNU6-370P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222941.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222942.1	RN7SKP58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222945.2	AC091866.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222950.1	RN7SKP262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222952.1	RNA5SP41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222954.1	AC110611.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222955.1	RNA5SP265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222958.1	MIR1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222960.1	RNU6-272P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222961.1	AC008949.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222966.1	SNORA40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222969.1	RN7SKP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222971.1	RNA5SP222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222972.1	RNU6-651P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222973.1	RNU2-25P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222974.1	RN7SKP228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222976.1	RN7SKP94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222978.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222979.1	RN7SKP167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222982.1	RN7SKP216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222983.1	RNA5SP127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222985.1	RNU2-14P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222986.1	RNU5A-5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222987.1	RN7SKP68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222990.1	RNU4-22P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222994.1	AC006322.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222997.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222998.1	RN7SKP259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222999.1	AC105247.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223001.1	RNU2-61P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223003.1	RNA5SP184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223004.1	SNORD29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223006.1	RN7SKP137	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223007.1	RN7SKP73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223009.1	AL138930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223012.1	RN7SKP264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223013.1	RNA5SP344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223015.1	RNU6-1135P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223018.1	AL096700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223019.1	RNA5SP306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223023.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223024.1	RNU6-55P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223026.1	RN7SKP247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223027.1	SNORA57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223029.1	AC004969.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223030.1	AC091697.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223036.1	AC024158.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223037.1	RNU6-284P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223039.1	RN7SKP268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223040.1	RN7SKP144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223042.1	RN7SKP161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223044.1	RNU6-130P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223046.1	RNA5SP369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223047.1	RNU6-847P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223052.1	AC007096.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223053.1	AC022142.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223056.1	RN7SKP169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223059.1	AL354896.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223060.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223062.1	RNU6-1245P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223063.1	AL157823.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223064.1	RNU6-325P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223070.1	AC006377.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223075.1	RN7SKP126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223076.1	RNA5SP31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223078.1	RNU2-55P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223080.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223082.1	AC121336.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223086.1	RNA5SP155	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000223087.1	RNU6-602P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223088.1	RMRPP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223091.1	RNU6-981P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223092.1	RNA5SP115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223096.1	RNU5E-9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223099.1	AC119751.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223101.1	AP002364.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223107.1	RNU2-72P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223109.1	MIR1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223111.1	SNORA74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223113.1	RNA5SP247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223116.1	AL157931.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223117.1	RN7SKP296	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000223118.1	RN7SKP102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223119.1	RNU6-1139P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223120.1	RN7SKP181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223123.1	AC010546.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223125.1	RNU2-32P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223126.1	RN7SKP263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223128.1	RN7SKP140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223131.1	RNA5SP304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223134.1	AL122015.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223136.1	RN7SKP207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223138.1	RNA5SP450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223142.1	RN7SKP252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223145.1	RN7SKP112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223148.1	AC011478.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223149.1	AC010376.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223152.1	RNU4-88P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223156.1	RNU2-18P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223158.1	RNY1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223162.1	RNA5SP280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223164.1	AL445384.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223168.1	RN7SKP142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223169.1	RNA5SP209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223174.1	RN7SKP17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223175.1	RNU4-61P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223177.1	RNA5SP39	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000223179.1	RNU6-373P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223180.1	AC087738.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223181.1	RNU6-1199P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223182.1	SNORA74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223187.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223188.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223189.1	RNU6-177P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223190.1	RN7SKP100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223191.1	RNU6-293P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223192.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223197.1	RNU6-1001P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223198.1	RNU2-22P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000223200.1	AC008836.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223201.1	AC004699.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223202.1	RN7SKP297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223203.1	RNA5SP221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223208.1	RNU6-1217P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223211.1	AL158150.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223212.1	RNU4-74P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223213.1	SNORD81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223214.1	AC091559.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223215.1	RNU6-607P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223217.1	RNU6-938P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223220.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223223.1	RN7SKP192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223224.1	SNORD71	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000223225.1	RNU6-1054P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223229.1	RN7SKP270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223231.1	AL035706.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223235.1	AP003498.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223238.1	RNA5SP294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223243.1	AC074323.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223244.1	MIR1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223245.1	RNU4-63P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223247.1	RNU2-64P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223249.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223253.1	AC022872.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
